Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR038593	RNA polymerase Rpb1, domain 7 superfamily	interpro	homologous_superfamily		G3DSA:3.30.1360.140	
IPR038659	Alternative oxidase superfamily	interpro	homologous_superfamily		G3DSA:1.20.1260.140	
IPR038709	RNA polymerase sigma-54 factor, core-binding domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.1330	
IPR038715	RNA polymerase inhibitor superfamily	interpro	homologous_superfamily		G3DSA:3.10.20.510	
IPR038720	YprB, ribonuclease H-like domain	interpro	domain		PF13482	
IPR038790	Mediator of RNA polymerase II transcription subunit 9, plant	interpro	family		PTHR37188	GO:0016592
IPR038795	Mediator of RNA polymerase II transcription subunit 8, plant	interpro	family		PTHR35552	GO:0016592
IPR038801	TATA box-binding protein-associated factor RNA polymerase I subunit C	interpro	family		PTHR15319	GO:0006360
IPR038836	Mediator of RNA polymerase II transcription subunit 16	interpro	family		PTHR35130	GO:0006355,GO:0016592
IPR038837	tRNA ligase 1	interpro	family		PTHR35460	GO:0003972,GO:0006388
IPR038838	Telomerase RNA component interacting RNase	interpro	family		PTHR34753	GO:0008408,GO:0008409
IPR038846	DNA-directed RNA polymerase III subunit RPC9	interpro	family		PTHR15561	GO:0006384,GO:0005666
IPR038959	Pre-mRNA-processing factor 19	interpro	family		PTHR43995	GO:0061630,GO:0000398,GO:0006281,GO:0000974
IPR038993	Internal virion protein Gp15	interpro	family		MF_04122	GO:0039678
IPR038994	Internal virion protein Gp16	interpro	family		MF_04121	GO:0039678
IPR038996	Internal virion protein Gp14	interpro	family		MF_04118	GO:0039678
IPR039044	tRNA:m(4)X modification enzyme Trm13	interpro	family		PTHR12998	GO:0106050,GO:0030488
IPR039047	Phosphorylated adapter RNA export protein	interpro	family		PTHR13135	GO:0006408
IPR039157	RNA-binding protein 18, RNA recognition motif	interpro	domain		cd12355	
IPR039171	Pre-mRNA-splicing factor Cwc2/Slt11	interpro	family		PTHR14089	GO:0003723
IPR039177	Nonsense-mediated mRNA decay factor SMG9	interpro	family		PTHR14270	GO:0000184
IPR039241	Ribosomal RNA-processing protein Rrp9-like	interpro	family		PTHR19865	GO:0034511
IPR039242	Mediator of RNA polymerase II transcription subunit 9, metazoan	interpro	family		PTHR20844	
IPR039247	RNA-binding protein KhpB	interpro	family		NF041568,MF_00867,PTHR35800	GO:0003723
IPR039255	Large ribosomal RNA subunit accumulation protein YceD, bacteria	interpro	family		PTHR38099	
IPR039267	U7 snRNA-associated Sm-like protein Lsm11	interpro	family		PTHR21415	GO:0071209
IPR039294	Probable RNA-binding protein EIF1AD	interpro	family		PTHR21641	
IPR039378	Ribonuclease T2, prokaryotic	interpro	family		cd01062	
IPR039425	RNA polymerase sigma-70-like	interpro	family		PTHR43133	
IPR039495	TATA box-binding protein-associated factor RNA polymerase I subunit A	interpro	family		PF14929	GO:0006360,GO:0000120
IPR039511	RBM26-like, RNA recognition motif 2	interpro	domain		cd12258	
IPR039530	RNA-directed RNA polymerase L methyltransferase domain, rhabdovirus	interpro	domain		PF14314	
IPR039599	RNA-binding protein 48	interpro	family		PTHR20957	
IPR039601	RNA polymerase I-specific transcription initiation factor Rrn5	interpro	family		PTHR28079	GO:0042790,GO:0000500
IPR039635	Endoplasmic reticulum membrane-associated RNA degradation protein	interpro	family		PTHR31701	
IPR039638	Mediator of RNA polymerase II transcription subunit 33A/B	interpro	family		PTHR33739	GO:2000762,GO:0016592
IPR039722	Nonsense-mediated mRNA decay protein 3	interpro	family		PTHR13112	GO:0000184
IPR039726	Pre-mRNA-processing factor Prp40	interpro	family		PTHR11864	GO:0045292
IPR039736	RNA-directed RNA polymerase L, C-terminal	interpro	domain		TIGR04198	
IPR039747	DNA-directed RNA polymerases I, II, and III subunit RPABC4	interpro	family		PTHR12056	GO:0003899,GO:0008270
IPR039748	DNA-directed RNA polymerase III subunit RPC3	interpro	family		PTHR12949	GO:0003697,GO:0005666
IPR039753	mRNA cap guanine-N7 methyltransferase	interpro	family		PTHR12189	GO:0004482
IPR039754	Pre-rRNA-processing protein Esf1	interpro	family		PTHR12202	GO:0006364
IPR039762	Nonsense-mediated mRNA decay protein Nmd2/UPF2	interpro	family		PTHR12839	GO:0000184
IPR039764	RNA binding protein HABP4/SERBP1-like	interpro	family		PTHR12299	GO:0003723
IPR039769	18S rRNA (guanine(1575)-N(7))-methyltransferase Bud23-like	interpro	family		PTHR12734	GO:0016435,GO:0070476
IPR039772	RNA methyltransferase Bin3-like	interpro	family		PTHR12315	
IPR039878	RNA-binding protein 33	interpro	family		PTHR22014	
IPR039881	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase PCIF1-like	interpro	family		PTHR21727	GO:0016422,GO:0099122
IPR039894	tRNA pseudouridine synthase Pus10-like	interpro	family		PTHR21568	
IPR039907	RNA-binding protein NOB1	interpro	family		PTHR12814	
IPR039913	RNA polymerase II-associated protein RPAP1/Rba50	interpro	family		PTHR21483	GO:0006366
IPR039971	Pre-mRNA-splicing factor CWC24-like	interpro	family		PTHR12930	
IPR039974	Pre-mRNA-splicing factor SLU7	interpro	family		PTHR12942	GO:0030628,GO:0000398
IPR039979	Pre-mRNA-splicing factor 18	interpro	family		PTHR13007	GO:0008380
IPR040002	U6 snRNA-associated Sm-like protein Lsm3	interpro	family		PTHR13110	GO:0003723
IPR040078	CTD small RNA polymerase II polypeptide A phosphatase-like	interpro	family		SFLDG01124	GO:0008420
IPR040150	RNA polymerase II nuclear localization protein Iwr1	interpro	family		PTHR28063	GO:0006606
IPR040191	U3 small nucleolar RNA-associated protein 10	interpro	family		PTHR13457	
IPR040218	Probable RNA polymerase II nuclear localization protein SLC7A6OS	interpro	family		PTHR31196	
IPR040243	Steroid receptor RNA activator 1	interpro	family		PTHR18834	GO:0030374,GO:0006357
IPR040285	Prolyl-tRNA editing protein ProX/PRXD1	interpro	family		PTHR31423	
IPR040322	RNA-binding protein RO60	interpro	family		PTHR14202	GO:0003723
IPR040343	RNA 5'-triphosphatase Cet1/Ctl1	interpro	family		PTHR28118	GO:0004651
IPR040366	Nuclear polyadenylated RNA-binding protein Nab2/ZC3H14	interpro	family		PTHR14738	GO:0008143,GO:0043488
IPR040402	DNA-directed RNA polymerase IV/V subunit 1, C-terminal	interpro	domain		cd02737	
IPR040403	DNA-directed RNA polymerase IV/V subunit 1, N-terminal	interpro	domain		cd10506	
IPR040434	tRNA selenocysteine 1-associated protein 1	interpro	family		PTHR37457	
IPR040446	Ribosomal RNA-processing protein 7	interpro	family		PTHR13191	
IPR040456	Ribonuclease H2 subunit B	interpro	family		cd09270,PTHR13383	GO:0032299
IPR040459	MJ1316 RNA cyclic group end recognition domain	interpro	domain		PF04457	
IPR040476	RNase II/RNase R, cold shock domain	interpro	domain		PF17876	
IPR040503	tRNA uridine(34) hydroxylase, N-terminal	interpro	domain		PF17773	
IPR040536	ASP external chaperone	interpro	domain		PF18492	
IPR040540	Ribonuclease III, N-terminal domain	interpro	domain		PF18497	
IPR040559	tRNA nuclease CdiA, C-terminal	interpro	domain		PF18451	
IPR040591	YlmH, putative RNA-binding domain	interpro	domain		PF17774	
IPR040596	RNase II-type exonuclease, C-terminal S1 domain	interpro	domain		PF18614	
IPR040601	tRNA methyltransferase 5a/b, N-terminal	interpro	domain		PF18093	
IPR040609	RNA ligase 2, C-terminal	interpro	domain		PF18043	
IPR040659	Phenylalanine--tRNA ligase beta subunit, B1 domain	interpro	domain		PF18262	
IPR040736	Mex67, RNA recognition motif	interpro	domain		PF18444	
IPR040812	RNA helicase UPF1, 1B domain	interpro	domain		cd21407,PF18141	
IPR040813	Small RNA 2'-O-methyltransferase Hen1, La-motif C-terminal domain	interpro	domain		PF18441	
IPR040870	HEN1, double-stranded RNA binding domain 2	interpro	domain		PF17842	
IPR040975	RnaseLS-like HEPN	interpro	family		PF18869	
IPR040998	Barnase-EndoU-ColicinE5/D-RelE like	interpro	domain		PF18814	
IPR041044	Nuclear polyadenylated RNA-binding 2 protein, CCCH zinc finger 1	interpro	domain		PF18260	
IPR041060	RNA editing 3' terminal uridylyl transferase 2 middle domain	interpro	domain		PF18528	
IPR041085	tRNA selenocysteine 1-associated protein 1, C-terminal	interpro	domain		PF17654	
IPR041092	Phage-Barnase-EndoU-ColicinE5/D-RelE-like nuclease	interpro	domain		PF18809	
IPR041103	Glutamate--tRNA ligase, N-terminal domain	interpro	domain		PF18466	
IPR041110	Phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease 2	interpro	domain		PF18810	
IPR041211	RNA ligase 1	interpro	family		PF17720,PTHR31219	GO:0003972,GO:0000302
IPR041293	Serine-tRNA ligase type 2, tRNA-binding domain	interpro	domain		PF18490	
IPR041301	Phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease 3	interpro	domain		PF18812	
IPR041373	Reverse transcriptase, RNase H-like domain	interpro	domain		PF17917	
IPR041420	Phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease 4	interpro	domain		PF18813	
IPR041436	Bacterial CdiA-CT RNAse A domain	interpro	domain		PF18431	
IPR041577	Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain	interpro	domain		PF17919	
IPR041590	O-phosphoserine--tRNA(Cys) ligase, C-terminal domain	interpro	domain		PF18006	
IPR041596	RNA ligase Pab1020, C-terminal domain	interpro	domain		PF18330	
IPR041598	Methionine--tRNA ligase, N-terminal	interpro	domain		PF18485	
IPR041616	Phenylalanyl tRNA synthetase beta chain, core domain	interpro	domain		PF17759,cd00769	
IPR041620	CdiA, C-terminal tRNase domain	interpro	domain		PF18664	
IPR041636	Ribonuclease J, C-terminal	interpro	domain		PF17770	
IPR041711	Methionyl-tRNA formyltransferase, N-terminal domain	interpro	domain		cd08646	GO:0004479
IPR041715	Class II Histidinyl-tRNA synthetase (HisRS)-like catalytic core domain	interpro	domain		cd00773,PF13393	
IPR041803	RNA polymerase II degradation factor 1, CUE domain	interpro	domain		cd14368	
IPR041872	Methionyl-tRNA synthetase, anticodon-binding domain	interpro	domain		cd07957,PF19303	
IPR041901	Rpa43, N-terminal ribonucleoprotein (RNP) domain	interpro	domain		cd04328	
IPR041948	RNA ligase 1/2, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.1810	
IPR042032	Viral RNA-directed RNA polymerase, 4-helical domain	interpro	homologous_superfamily		G3DSA:1.10.10.1990	
IPR042036	Ribosomal RNA-processing protein 8, N-terminal domain	interpro	homologous_superfamily		G3DSA:1.10.10.2150	
IPR042078	Lysine tRNA ligase, stem contact fold domain	interpro	homologous_superfamily		G3DSA:6.10.20.10	
IPR042080	RNA 2'-phosphotransferase, N-terminal domain	interpro	homologous_superfamily		G3DSA:1.10.10.970	
IPR042081	RNA 2'-phosphotransferase, C-terminal domain	interpro	homologous_superfamily		G3DSA:3.20.170.30	
IPR042090	tRNA nucleotidyltransferase, domain 2	interpro	homologous_superfamily		G3DSA:1.10.1410.30	
IPR042102	RNA polymerase Rpb1, domain 3 superfamily	interpro	homologous_superfamily		G3DSA:1.10.274.100	
IPR042103	Serine-tRNA synthetase, type1, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.287.40	
IPR042107	DNA-directed RNA polymerase, beta subunit, external 1 domain superfamily	interpro	homologous_superfamily		G3DSA:2.30.150.10	
IPR042114	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C-terminal, domain 1	interpro	homologous_superfamily		G3DSA:1.10.150.380	
IPR042173	Ribonuclease J, domain 2	interpro	homologous_superfamily		G3DSA:3.40.50.10710	
IPR042189	Sigma-70 factor, region 1.1 superfamily	interpro	homologous_superfamily		G3DSA:1.10.220.120	GO:0016987
IPR042203	Leucyl/phenylalanyl-tRNA-protein transferase, C-terminal	interpro	homologous_superfamily		G3DSA:3.40.630.70	
IPR042221	Leucyl/phenylalanyl-tRNA-protein transferase, N-terminal	interpro	homologous_superfamily		G3DSA:3.30.70.3550	
IPR042237	Putative peptidyl-tRNA hydrolase PTRHD1	interpro	family		PTHR46194	
IPR042270	tRNA-dihydrouridine(16) synthase, C-terminal	interpro	homologous_superfamily		G3DSA:1.20.225.30	
IPR042296	tRNA methyltransferase, Trm1, C-terminal	interpro	homologous_superfamily		G3DSA:3.30.56.70	
IPR042360	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	interpro	family		PTHR13438	GO:0017101
IPR042376	Mediator of RNA polymerase II transcription subunit 26	interpro	family		PTHR15201	GO:0006357,GO:0016592
IPR042487	RuvBL1/2, DNA/RNA binding domain	interpro	homologous_superfamily		G3DSA:2.40.50.360	
IPR042516	Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.43.40	
IPR042558	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain, N-terminal, subdomain 1	interpro	homologous_superfamily		G3DSA:1.10.8.1290	
IPR042559	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain, N-terminal, subdomain 2	interpro	homologous_superfamily		G3DSA:1.10.10.2420	
IPR042745	RNase L, RNase domain	interpro	domain		cd10423	
IPR042777	tRNA-splicing endonuclease subunit Sen15, fungi	interpro	family		PTHR28518	GO:0000379,GO:0000214
IPR042935	tRNA-specific adenosine deaminase 1	interpro	family		PTHR47803	GO:0008251,GO:0002100
IPR043048	Birnavirus VP3, domain 1	interpro	homologous_superfamily		G3DSA:1.10.150.620	
IPR043049	Birnavirus VP3, domain 2	interpro	homologous_superfamily		G3DSA:1.10.8.880	
IPR043096	Poxvirus mRNA capping enzyme, small subunit superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.11680	
IPR043110	Cystovirus, RNA-directed RNA polymerase, N-terminal	interpro	homologous_superfamily		G3DSA:1.10.490.60	
IPR043172	Prp8 RNase domain IV, palm region	interpro	homologous_superfamily		G3DSA:3.30.420.230	
IPR043173	Prp8 RNase domain IV, fingers region	interpro	homologous_superfamily		G3DSA:1.20.80.40	
IPR043502	DNA/RNA polymerase superfamily	interpro	homologous_superfamily		SSF56672	
IPR043675	tRNA 5-hydroxyuridine methyltransferase	interpro	family		MF_02217	GO:0008171,GO:0008033
IPR043699	tRNA (cytosine(72)-C(5))-methyltransferase	interpro	family		MF_02237	GO:0016428,GO:0006400
IPR043994	Bacterial toxin, RNase RnlA/LsoA, DBD domain	interpro	domain		PF19034	GO:0004521
IPR044056	Internalin I, Ig-like domain	interpro	domain		PF18981	
IPR044067	Picornavirales 3C/3C-like protease domain	interpro	domain		PS51874	GO:0004197
IPR044099	mRNA decapping enzyme 2 , NUDIX hydrolase domain	interpro	domain		cd03672	GO:0140933,GO:0000184,GO:0000290
IPR044135	Methionyl-tRNA formyltransferase, C-terminal domain	interpro	domain		cd08704	
IPR044136	Lysine-tRNA ligase, class II, N-terminal	interpro	domain		cd04322	GO:0000166
IPR044140	Proline--tRNA ligase, anticodon binding domain	interpro	domain		cd00861	
IPR044263	RNA ligase 2, viral	interpro	family		MF_04150	GO:0003972,GO:0005524,GO:0042245
IPR044310	mRNA-capping enzyme P5, phytoreovirus	interpro	family		cd20759	
IPR044347	RNA-dependent RNA polymerase, coronavirus HKU1-like	interpro	domain		cd21593	
IPR044349	RNA-dependent RNA polymerase, bat coronavirus HKU9-like	interpro	domain		cd21596	
IPR044350	RNA-dependent RNA polymerase, Middle East respiratory syndrome-related coronavirus	interpro	domain		cd21592	
IPR044351	RNA-dependent RNA polymerase, SARS-CoV-like	interpro	domain		cd21591	
IPR044354	RNA-dependent RNA polymerase, deltacoronavirus	interpro	domain		cd21590	
IPR044356	RNA-dependent RNA polymerase, alphacoronavirus	interpro	domain		cd21588	GO:0003968
IPR044358	RNA-dependent RNA polymerase, gammacoronavirus	interpro	domain		cd21587	GO:0003968
IPR044441	Dicer, double-stranded RNA-binding domain	interpro	domain		PF20932,cd10843	GO:0003723,GO:0030422,GO:0031054
IPR044442	RNase III, double-stranded RNA binding domain, animal	interpro	domain		cd19877	GO:0003723,GO:0031054
IPR044443	Large ribosomal subunit protein mL44, dsRNA binding domain, fungi	interpro	domain		cd19873	GO:0003725
IPR044444	Large ribosomal subunit protein mL44, dsRNA binding domain, metazoa	interpro	domain		PF22892,cd19874	GO:0003725
IPR044445	DHX9, first double-stranded RNA binding domain	interpro	domain		cd19854	GO:0003725
IPR044446	DHX9, second double-stranded RNA binding domain	interpro	domain		cd19855	GO:0003725
IPR044448	DND1, double-stranded RNA binding domain	interpro	domain		cd20313	GO:0003723,GO:0007281
IPR044449	Rnt1/Pac1, double-stranded RNA binding domain, fungi	interpro	domain		cd19876	GO:0003725,GO:0006364
IPR044450	AtDRB-like, first double-stranded RNA binding domain, plant	interpro	domain		cd19907	GO:0003725
IPR044451	AtDRB-like, second double-stranded RNA binding domain, plant	interpro	domain		cd19908	GO:0003725
IPR044452	EIF2AK2, first double-stranded RNA binding domain	interpro	domain		cd19903	GO:0003725
IPR044453	EIF2AK2, second double-stranded RNA binding domain	interpro	domain		cd19904	GO:0003725
IPR044454	ADAD2, double-stranded RNA binding domain	interpro	domain		cd19906	
IPR044455	ADAD1, double-stranded RNA binding domain	interpro	domain		cd19905	
IPR044456	ADAR1, first double-stranded RNA binding domain	interpro	domain		cd19913	
IPR044457	ADAR1, third double-stranded RNA binding domain	interpro	domain		cd19915	
IPR044458	ADAR2, first double-stranded RNA binding domain	interpro	domain		cd19895	
IPR044459	ADAR2, second double-stranded RNA binding domain	interpro	domain		cd19898	
IPR044460	ADAR3, first double-stranded RNA binding domain	interpro	domain		cd19896	GO:0003723
IPR044461	A1CF, double-stranded RNA binding domain	interpro	domain		cd19900	
IPR044462	RBM46, double-stranded RNA binding domain	interpro	domain		cd19901	
IPR044463	DUS2, double-stranded RNA binding domain	interpro	domain		cd19871	GO:0000049
IPR044464	Staufen 2, second double-stranded RNA binding domain	interpro	domain		cd19882	
IPR044465	PRKRA, first double-stranded RNA binding domain	interpro	domain		cd19889	
IPR044466	PRKRA, second double-stranded RNA binding domain	interpro	domain		cd19891	
IPR044467	PRKRA, third double-stranded RNA binding domain	interpro	domain		cd19892	
IPR044469	TRBP2 , first double-stranded RNA binding domain	interpro	domain		cd19890	
IPR044470	TRBP2 , second double-stranded RNA binding domain	interpro	domain		cd10844	
IPR044471	TRBP2 , third double-stranded RNA binding domain	interpro	domain		cd19893	
IPR044472	STRBP, first double-stranded RNA binding domain	interpro	domain		cd19909	
IPR044473	Staufen 2, third double-stranded RNA binding domain	interpro	domain		cd19884	
IPR044474	Staufen 2, fourth double-stranded RNA binding domain	interpro	domain		cd19886	
IPR044475	Staufen 1, third double-stranded RNA binding domain	interpro	domain		cd19883	
IPR044476	Staufen 2, first double-stranded RNA binding domain	interpro	domain		cd19880	
IPR044514	Vernalization insensitive 3-like	interpro	family		PTHR46286	GO:0010048,GO:0040029
IPR044598	Zinc finger CCHC-type and RNA-binding motif-containing protein 1	interpro	family		PTHR46259	GO:0000398,GO:0005689
IPR044642	U6 snRNA-associated Sm-like protein Lsm1/8	interpro	family		PTHR15588	
IPR044661	Mediator of RNA polymerase II transcription subunit 15a/b/c-like	interpro	family		PTHR33137	GO:0003713,GO:0031490
IPR044728	ATP-dependent RNA helicase eIF4A, DEAD-box helicase domain	interpro	domain		cd18046	GO:0005524
IPR044730	Ribonuclease H-like domain, plant type	interpro	domain		cd06222	
IPR044786	Multifunctional Ser/Thr-tRNA deacylase ProXp-y	interpro	family		cd04336	
IPR044790	Mediator of RNA polymerase II transcription subunit 26c-like	interpro	family		PTHR47210	
IPR044842	RNA demethylase ALKBH9B/ALKBH10B-like	interpro	family		PTHR31447	GO:0003729,GO:0032451,GO:0006402
IPR044893	RNA polymerase Rpb1, clamp domain superfamily	interpro	homologous_superfamily		G3DSA:4.10.860.120	
IPR044920	tRNA uridine 5-carboxymethylaminomethyl modification enzyme, C-terminal subdomain superfamily	interpro	homologous_superfamily		G3DSA:1.10.150.570	
IPR044929	DNA/RNA non-specific endonuclease superfamily	interpro	homologous_superfamily		G3DSA:3.40.570.10	
IPR044938	Enhancer of mRNA-decapping protein 4, conserved C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.220.100	
IPR044985	Large ribosomal RNA subunit accumulation protein YceD homologue 2, chloroplastic	interpro	family		PTHR37734	
IPR045024	Alternative NADH dehydrogenase	interpro	family		PTHR43706	GO:0003954,GO:0006116
IPR045060	Phenylalanine-tRNA ligase, class IIc, beta subunit	interpro	family		PTHR10947	GO:0004826,GO:0006432
IPR045075	Pre-mRNA-splicing factor Syf1-like	interpro	family		PTHR11246	GO:0000398
IPR045113	RNA polymerase subunit Rpb7-like	interpro	family		PTHR12709	GO:0006352
IPR045125	RNA polymerase II transcriptional coactivator Sub1/Tcp4-like	interpro	family		PTHR13215	GO:0003713,GO:0060261
IPR045137	RNA-binding protein 26/27	interpro	family		PTHR14398	
IPR045152	Enhancer of mRNA-decapping protein 4-like	interpro	family		PTHR15598	GO:0031087
IPR045161	U3 small nucleolar RNA-associated protein 18	interpro	family		PTHR18359	GO:0006364
IPR045164	RNA-binding region-containing protein RBM41/RNPC3	interpro	family		PTHR16105	
IPR045166	Pre-mRNA-splicing factor Spp2-like	interpro	family		PTHR15818	GO:0000398
IPR045209	rRNA biogenesis protein Rrp5	interpro	family		PTHR23270	GO:0006364
IPR045222	DNA-directed RNA polymerase II subunit Rpb4-like	interpro	family		PTHR21297	
IPR045243	mRNA 3'-end-processing protein Rna14-like	interpro	family		PTHR19980	GO:0031124
IPR045245	Pre-mRNA 3' end processing protein Pfs2-like	interpro	family		PTHR22836	GO:0031124
IPR045305	PABP, RNA recognition motif 2	interpro	domain		cd12379	
IPR045462	Aminoacyl-tRNA synthetase, class I, anticodon-binding	interpro	domain		PF19269	
IPR045477	FtsH ternary systems, vWA domain	interpro	domain		PF19997	
IPR045479	FtsH ternary system vWA domain, fused N-terminal helical region	interpro	domain		PF19996	
IPR045480	FtsH ternary system domain X1	interpro	domain		PF19998	
IPR045481	FtsH ternary system domain X3	interpro	domain		PF19999	
IPR045482	FtsH ternary system domain X2	interpro	domain		PF20000	
IPR045483	FtsH ternary system domain X3-analog	interpro	domain		PF20002	
IPR045484	FtsH ternary system domain X5	interpro	domain		PF20003	
IPR045485	FtsH ternary system domain X6	interpro	domain		PF20004	
IPR045486	FtsH ternary system domain X7	interpro	domain		PF20005	
IPR045488	FtsH ternary system-associated peptide	interpro	family		PF20007	
IPR045541	Ternary complex associated domain 2	interpro	domain		PF19971	
IPR045542	Ternary complex associated domain 3	interpro	domain		PF19972	
IPR045543	Ternary complex associated domain 7	interpro	domain		PF19973	
IPR045544	Ternary complex associated domain 9	interpro	domain		PF19974	
IPR045547	MoxR-vWA-beta-propeller ternary system domain bpX6	interpro	domain		PF19922	
IPR045548	MoxR-vWA-beta-propeller ternary system domain bpX5	interpro	domain		PF19921	
IPR045549	MoxR-vWA-beta-propeller ternary system domain bpX4	interpro	domain		PF19920	
IPR045551	MoxR-vWA-beta-propeller ternary system domain bpX3	interpro	domain		PF19919	
IPR045552	MoxR-vWA-beta-propeller ternary system domain bpX2	interpro	domain		PF19918	
IPR045553	MoxR-vWA-beta-propeller ternary system domain bpX1	interpro	domain		PF19917	
IPR045554	MoxR-vWA-beta-propeller ternary system domain bpX0	interpro	domain		PF19915	
IPR045576	DNA-directed RNA polymerase III subunit RPC5, C-terminal	interpro	domain		PF19725	
IPR045837	Bacterial toxin, RNase RnlA/LsoA, N-terminal	interpro	domain		PF19417	
IPR045844	Ist3-like, RNA recognition motif	interpro	domain		cd12411	GO:0003723,GO:0000398
IPR045850	tRNA (uracil(54)-C(5))-methyltransferase, metazoa type	interpro	family		PTHR45904	
IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)	interpro	homologous_superfamily		G3DSA:3.30.930.10,SSF55681	
IPR045867	DNA-directed RNA polymerase, subunit beta-prime	interpro	family		PTHR19376	GO:0003899,GO:0006351
IPR045869	Bifunctional polymyxin resistance protein ArnA-like, extended (e) SDRs	interpro	domain		cd05257	GO:0016831
IPR045877	RNA-binding protein ZFP36-like	interpro	family		PTHR12547	GO:0003729
IPR046351	U3 small nucleolar RNA-associated protein 4	interpro	family		PTHR44163	GO:0000462,GO:0030686
IPR046386	RNA polymerase sigma-like factor	interpro	family		MF_04164	GO:0003677,GO:2000142
IPR046399	DNA-directed RNA polymerase subunit Rpo7	interpro	family		MF_00865	GO:0006351,GO:0000428
IPR046428	mRNA-capping enzyme catalytic subunit, OB fold domain superfamily	interpro	homologous_superfamily		G3DSA:2.40.50.830	
IPR046429	mRNA-capping enzyme catalytic subunit, nucleotidyltransferase domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.470.140	GO:0004484
IPR046430	mRNA-capping enzyme catalytic subunit, RNA triphosphatase domain superfamily	interpro	homologous_superfamily		G3DSA:3.20.100.20	GO:0050355
IPR046441	RNA-dependent RNA polymerase, coronavirus	interpro	domain		PS51948	GO:0003968
IPR046523	U3 small nucleolar RNA-associated protein 20, C-terminal	interpro	domain		PF20416	
IPR046747	RNAse III-like, virus	interpro	domain		PF20614	
IPR046750	RNA-directed RNA polymerase, C-terminal, birnavirus	interpro	domain		PF20489	
IPR046752	RNA-directed RNA polymerase, thumb domain, birnavirus	interpro	domain		PF20488	
IPR046760	RNA-binding protein Tab2-like, N-terminal	interpro	domain		PF06485	
IPR046761	RNA-binding protein Tab2/Atab2, C-terminal	interpro	domain		PF20429	
IPR046811	RNA-directed RNA polymerase, thumb subdomain, flavivirus	interpro	domain		PF20483	
IPR046812	RNA-directed RNA polymerase, palm domain superfamily, Birnavirus	interpro	homologous_superfamily		G3DSA:3.90.1730.10	
IPR046813	RNA-directed RNA polymerase, thumb domain superfamily, Birnavirus	interpro	homologous_superfamily		G3DSA:6.10.140.300	
IPR046814	RNA-directed RNA polymerase, C-terminal domain superfamily, Avibirnavirus	interpro	homologous_superfamily		G3DSA:1.10.1740.80	
IPR046884	tRNA-specific 2-thiouridylase MnmA-like, central domain	interpro	domain		PF20259	
IPR046885	tRNA-specific 2-thiouridylase MnmA-like, C-terminal domain	interpro	domain		PF20258	
IPR046886	Ribosomal RNA small subunit methyltransferase E, methyltransferase domain	interpro	domain		cd18084,PF04452	
IPR046887	Ribosomal RNA small subunit methyltransferase E, PUA-like domain	interpro	domain		PF20260	
IPR046950	DNA-directed RNA polymerase, C-terminal domain, phage-type	interpro	domain		PF00940	
IPR046977	rRNA (guanine-N(2)-)-methyltransferase RsmC/RlmG	interpro	family		PTHR47816	GO:0008757
IPR047001	tRNA uridine 5-carboxymethylaminomethyl modification enzyme, C-terminal subdomain	interpro	domain		SM01228	
IPR047021	RNA exonuclease REXO1/REXO3/REXO4-like	interpro	family		PTHR12801	GO:0004527
IPR047044	RNA-binding protein 47, RNA recognition motif 1	interpro	domain		cd12485	
IPR047048	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA	interpro	family		PTHR32319	GO:0008168
IPR047089	Aspartate-tRNA ligase, type 1, anticodon recognition domain	interpro	domain		cd04317	
IPR047090	Aspartate-tRNA ligase, type 1, core domain	interpro	domain		cd00777	
IPR047107	DNA-directed RNA pol I, largest subunit, C-terminal domain	interpro	domain		cd02735	
IPR047131	RNA binding protein fox-1 homolog 1-like	interpro	family		PTHR15597	GO:0000381,GO:0007399
IPR047139	tRNA endonuclease ANKZF1/VMS1	interpro	family		PTHR16036	
IPR047182	rRNA methyltransferase 1, mitochondrial	interpro	family		PTHR46103	GO:0031167
IPR047188	RNA-binding protein 12B, RNA recognition motif 4	interpro	domain		cd12748	
IPR047189	Nop12, RNA recognition motif 2	interpro	domain		cd12670	
