IPR033712	Pumilio, RNA binding domain  Molecular Function	interpro	domain		cd07920	GO:0003723
IPR033714	Phenylalanly tRNA synthetase, tRNA-binding-domain  Molecular Function	interpro	domain		cd02796	GO:0000049
IPR033744	RBM8, RNA recognition motif  Molecular Function	interpro	domain		cd12324	GO:0003729
IPR033901	DNA-directed RNA polymerases I and III subunit AC40  Molecular Function	interpro	family		cd07032	GO:0001054,GO:0001056
IPR033910	Glutamyl-tRNA synthetase  Molecular Function	interpro	domain		cd00808	GO:0008270,GO:0006424
IPR033911	Methioninyl-tRNA synthetase core domain  Molecular Function	interpro	domain		cd00814,PR01041	GO:0004825,GO:0006431
IPR034079	RNA-binding protein KhpB, R3H domain  Molecular Function	interpro	domain		cd02644	GO:0003676
IPR034083	DExH-box ATP-dependent RNA helicase, R3H domain  Molecular Function	interpro	domain		cd06007	GO:0003676
IPR034123	RBM6, RNA recognition motif 1  Molecular Function	interpro	domain		cd12314	GO:0003723
IPR034125	RBM6, RNA recognition motif 2  Molecular Function	interpro	domain		cd12563	GO:0003723
IPR034126	RNA-binding protein Musashi homologue, RNA recognition motif 2  Molecular Function	interpro	domain		cd12323	GO:0003723
IPR034131	DAZ-associated protein 1, RNA recognition motif 2  Molecular Function	interpro	domain		cd12327	GO:0003723
IPR034134	DAZ-associated protein 1, RNA recognition motif 1  Molecular Function	interpro	domain		cd12574	GO:0003723
IPR034143	snRNP70, RNA recognition motif  Molecular Function	interpro	domain		cd12236	GO:0030619
IPR034147	RBM40, RNA recognition motif 1  Molecular Function	interpro	domain		cd12238	GO:0005515
IPR034167	Nab3, RNA recognition motif  Molecular Function	interpro	domain		cd12342	GO:0003723
IPR034168	Peptidyl-prolyl cis-trans isomerase E, RNA recognition motif  Molecular Function	interpro	domain		cd12347	GO:0003723
IPR034181	Pre-mRNA-splicing factor Cwc2, RNA recognition motif  Molecular Function	interpro	domain		cd12360	GO:0003723
IPR034200	RDM1, RNA recognition motif  Molecular Function	interpro	domain		cd12364	GO:0003723
IPR034237	FOX1, RNA recognition motif  Molecular Function	interpro	domain		cd12407	GO:0003723
IPR034326	ROD1, RNA recognition motif 1  Molecular Function	interpro	domain		cd12779	GO:0003723
IPR034374	G3BP1, RNA recognition motif  Molecular Function	interpro	domain		cd12463	GO:0003723
IPR034376	G3BP2, RNA recognition motif  Molecular Function	interpro	domain		cd12464	GO:0003723
IPR034404	MSSP-1, RNA recognition motif 1  Molecular Function	interpro	domain		cd12470	GO:0003723
IPR034407	U1 small nuclear ribonucleoprotein A, RNA recognition motif 1  Molecular Function	interpro	domain		cd12477	GO:0003723
IPR034415	CsdA, RNA recognition motif  Molecular Function	interpro	domain		cd12499	GO:0003723
IPR034479	Alternative heme biosynthesis C (AhbC-like)  Molecular Function	interpro	family		SFLDF00543	GO:0003824
IPR034494	TIAR, RNA recognition motif 2  Molecular Function	interpro	domain		cd12617	GO:0003677,GO:0003723
IPR034501	RBM11, RNA recognition motif  Molecular Function	interpro	domain		cd12593	GO:0003723
IPR034520	SRSF1, RNA recognition motif 1  Molecular Function	interpro	domain		cd12597	GO:0003723
IPR034556	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase  Molecular Function	interpro	family		SFLDF00284,PTHR13930	GO:0051539,GO:0008033
IPR034557	Threonylcarbamoyladenosine tRNA methylthiotransferase  Molecular Function	interpro	family		SFLDF00295	GO:0035598,GO:0035600
IPR034648	CELF-3/4/5/6, RNA recognition motif 1  Molecular Function	interpro	domain		cd12632	GO:0003723
IPR034652	Signal recognition particle subunit SRP68, RNA-binding domain  Molecular Function	interpro	domain		cd15481	GO:0003723
IPR034673	Maternal embryonic leucine zipper kinase, catalytic domain  Molecular Function	interpro	domain		cd14078	GO:0004674,GO:0006468
IPR034678	DNA-directed RNA polymerase subunit RpoC1  Molecular Function	interpro	family		MF_01323	GO:0003899,GO:0006351
IPR034730	ATP-dependent RNA helicase DHX29  Molecular Function	interpro	family		MF_03068	GO:0003724,GO:0006413
IPR034759	Peptidyl-tRNA hydrolase, archaea  Molecular Function	interpro	family		MF_00628	GO:0004045
IPR034762	Bacterial/eukaryotic lysine-tRNA ligase, class II  Molecular Function	interpro	family		PIRSF039101	GO:0004824,GO:0005524,GO:0006430
IPR034787	RBPMS2, RNA recognition motif  Molecular Function	interpro	domain		cd12683	GO:0003723,GO:0042803
IPR034878	Plant La-related protein, RNA recognition motif  Molecular Function	interpro	domain		cd12288	GO:0003723
IPR034894	Nrd1/Seb1, RNA recognition motif  Molecular Function	interpro	domain		cd12331	GO:0003723
IPR035000	PTBP1, RNA recognition motif 1  Molecular Function	interpro	domain		cd12777	GO:0003723
IPR035001	PTBP1, RNA recognition motif 3  Molecular Function	interpro	domain		cd12695	GO:0003723
IPR035979	RNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF54928	GO:0003676
IPR036025	tRNA-splicing ligase RtcB-like superfamily  Molecular Function	interpro	homologous_superfamily		SSF103365,G3DSA:3.90.1860.10	GO:0008452,GO:0006396
IPR036100	S-adenosylmethionine:tRNA ribosyltransferase-isomerase, QueA superfamily  Molecular Function	interpro	homologous_superfamily		SSF111337	GO:0016740,GO:0016853
IPR036189	mRNA decapping protein 2, Box A domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF140586,G3DSA:1.10.10.1050	GO:0003723,GO:0016787,GO:0030145
IPR036333	RNA synthesis protein NSP10 superfamily, coronavirus  Molecular Function	interpro	homologous_superfamily		SSF144246	GO:0003723,GO:0008270,GO:0019079
IPR036343	Glutamyl-tRNA reductase, N-terminal domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:3.30.460.30,SSF69742	GO:0008883,GO:0050661,GO:0033014
IPR036389	Ribonuclease III, endonuclease domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:1.10.1520.10,SSF69065	GO:0004525,GO:0006396
IPR036397	Ribonuclease H superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:3.30.420.10	GO:0003676
IPR036416	Peptidyl-tRNA hydrolase superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:3.40.50.1470,SSF53178	GO:0004045
IPR036430	Ribonuclease T2-like superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:3.90.730.10,SSF55895	GO:0003723,GO:0033897
IPR036453	Glutamyl tRNA-reductase dimerization domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF69075	GO:0008883,GO:0050661,GO:0033014
IPR036456	Polyribonucleotide nucleotidyltransferase, RNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF46915	GO:0003723,GO:0006396
IPR036603	RNA polymerase, RBP11-like subunit  Molecular Function	interpro	homologous_superfamily		G3DSA:3.30.1360.10,SSF55257	GO:0046983,GO:0006351
IPR036650	CAT RNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:2.30.24.10,SSF50151	GO:0003723
IPR036695	Arginyl tRNA synthetase N-terminal domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF55190,G3DSA:3.30.1360.70	GO:0000166,GO:0004814,GO:0005524,GO:0006420,GO:0005737
IPR036710	RNA polymerase Rpb5, N-terminal domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF53036,G3DSA:3.40.1340.10	GO:0003677,GO:0003899,GO:0006351
IPR036740	tRNA intron endonuclease, N-terminal domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF55267	GO:0000213,GO:0006388
IPR036754	YbaK/aminoacyl-tRNA synthetase-associated domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF55826,G3DSA:3.90.960.10	GO:0002161
IPR036980	Ribonuclease P/MRP subunit Rpp29 superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:2.30.30.210	GO:0003723,GO:0008033,GO:0030677
IPR036986	RNA-binding S4 domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:3.10.290.10	GO:0003723
IPR037009	mRNA triphosphatase Cet1-like superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:3.20.100.10	GO:0004651
IPR037033	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:2.40.270.10	GO:0003677,GO:0003899,GO:0006351
IPR037034	RNA polymerase Rpb2, domain 2 superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:3.90.1110.10	GO:0003677,GO:0003899,GO:0006351
IPR037431	RNA exonuclease 4, DEDDh 3'-5' exonuclease domain  Molecular Function	interpro	domain		cd06144	GO:0008408,GO:0006364
IPR037551	DAZ, RNA recognition motif, vertebrates  Molecular Function	interpro	domain		cd12672	GO:0003730
IPR037653	Cytochrome B pre-mRNA-processing protein 6  Molecular Function	interpro	family		PTHR28250	GO:0043022,GO:0005739,GO:0061671
IPR037685	RNA polymerase RBP11  Molecular Function	interpro	family		cd06926	GO:0001055,GO:0006366,GO:0005665
IPR037998	Maternal protein exuperantia  Molecular Function	interpro	family		PTHR12384	GO:0003723,GO:0042803,GO:0045450
IPR038837	tRNA ligase 1  Molecular Function	interpro	family		PTHR35460	GO:0003972,GO:0006388
IPR038838	Telomerase RNA component interacting RNase  Molecular Function	interpro	family		PTHR34753	GO:0008408,GO:0008409
IPR038959	Pre-mRNA-processing factor 19  Molecular Function	interpro	family		PTHR43995	GO:0061630,GO:0000398,GO:0006281,GO:0000974
IPR039044	tRNA:m(4)X modification enzyme Trm13  Molecular Function	interpro	family		PTHR12998	GO:0106050,GO:0030488
IPR039171	Pre-mRNA-splicing factor Cwc2/Slt11  Molecular Function	interpro	family		PTHR14089	GO:0003723
IPR039241	Ribosomal RNA-processing protein Rrp9-like  Molecular Function	interpro	family		PTHR19865	GO:0034511
IPR039247	RNA-binding protein KhpB  Molecular Function	interpro	family		NF041568,MF_00867,PTHR35800	GO:0003723
IPR039267	U7 snRNA-associated Sm-like protein Lsm11  Molecular Function	interpro	family		PTHR21415	GO:0071209
IPR039747	DNA-directed RNA polymerases I, II, and III subunit RPABC4  Molecular Function	interpro	family		PTHR12056	GO:0003899,GO:0008270
IPR039748	DNA-directed RNA polymerase III subunit RPC3  Molecular Function	interpro	family		PTHR12949	GO:0003697,GO:0005666
IPR039753	mRNA cap guanine-N7 methyltransferase  Molecular Function	interpro	family		PTHR12189	GO:0004482
IPR039764	RNA binding protein HABP4/SERBP1-like  Molecular Function	interpro	family		PTHR12299	GO:0003723
IPR039769	18S rRNA (guanine(1575)-N(7))-methyltransferase Bud23-like  Molecular Function	interpro	family		PTHR12734	GO:0016435,GO:0070476
IPR039881	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase PCIF1-like  Molecular Function	interpro	family		PTHR21727	GO:0016422,GO:0099122
IPR039974	Pre-mRNA-splicing factor SLU7  Molecular Function	interpro	family		PTHR12942	GO:0030628,GO:0000398
IPR040002	U6 snRNA-associated Sm-like protein Lsm3  Molecular Function	interpro	family		PTHR13110	GO:0003723
IPR040078	CTD small RNA polymerase II polypeptide A phosphatase-like  Molecular Function	interpro	family		SFLDG01124	GO:0008420
IPR040243	Steroid receptor RNA activator 1  Molecular Function	interpro	family		PTHR18834	GO:0030374,GO:0006357
IPR040322	RNA-binding protein RO60  Molecular Function	interpro	family		PTHR14202	GO:0003723
IPR040343	RNA 5'-triphosphatase Cet1/Ctl1  Molecular Function	interpro	family		PTHR28118	GO:0004651
IPR040366	Nuclear polyadenylated RNA-binding protein Nab2/ZC3H14  Molecular Function	interpro	family		PTHR14738	GO:0008143,GO:0043488
IPR041211	RNA ligase 1  Molecular Function	interpro	family		PF17720,PTHR31219	GO:0003972,GO:0000302
IPR041711	Methionyl-tRNA formyltransferase, N-terminal domain  Molecular Function	interpro	domain		cd08646	GO:0004479
IPR042189	Sigma-70 factor, region 1.1 superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:1.10.220.120	GO:0016987
IPR042935	tRNA-specific adenosine deaminase 1  Molecular Function	interpro	family		PTHR47803	GO:0008251,GO:0002100
IPR043675	tRNA 5-hydroxyuridine methyltransferase  Molecular Function	interpro	family		MF_02217	GO:0008171,GO:0008033
IPR043699	tRNA (cytosine(72)-C(5))-methyltransferase  Molecular Function	interpro	family		MF_02237	GO:0016428,GO:0006400
IPR043994	Bacterial toxin, RNase RnlA/LsoA, DBD domain  Molecular Function	interpro	domain		PF19034	GO:0004521
IPR044067	Picornavirales 3C/3C-like protease domain  Molecular Function	interpro	domain		PS51874	GO:0004197
IPR044099	mRNA decapping enzyme 2 , NUDIX hydrolase domain  Molecular Function	interpro	domain		cd03672	GO:0140933,GO:0000184,GO:0000290
IPR044136	Lysine-tRNA ligase, class II, N-terminal  Molecular Function	interpro	domain		cd04322	GO:0000166
IPR044263	RNA ligase 2, viral  Molecular Function	interpro	family		MF_04150	GO:0003972,GO:0005524,GO:0042245
IPR044356	RNA-dependent RNA polymerase, alphacoronavirus  Molecular Function	interpro	domain		cd21588	GO:0003968
IPR044358	RNA-dependent RNA polymerase, gammacoronavirus  Molecular Function	interpro	domain		cd21587	GO:0003968
IPR044441	Dicer, double-stranded RNA-binding domain  Molecular Function	interpro	domain		PF20932,cd10843	GO:0003723,GO:0030422,GO:0031054
IPR044442	RNase III, double-stranded RNA binding domain, animal  Molecular Function	interpro	domain		cd19877	GO:0003723,GO:0031054
IPR044443	Large ribosomal subunit protein mL44, dsRNA binding domain, fungi  Molecular Function	interpro	domain		cd19873	GO:0003725
IPR044444	Large ribosomal subunit protein mL44, dsRNA binding domain, metazoa  Molecular Function	interpro	domain		PF22892,cd19874	GO:0003725
IPR044445	DHX9, first double-stranded RNA binding domain  Molecular Function	interpro	domain		cd19854	GO:0003725
IPR044446	DHX9, second double-stranded RNA binding domain  Molecular Function	interpro	domain		cd19855	GO:0003725
IPR044448	DND1, double-stranded RNA binding domain  Molecular Function	interpro	domain		cd20313	GO:0003723,GO:0007281
IPR044449	Rnt1/Pac1, double-stranded RNA binding domain, fungi  Molecular Function	interpro	domain		cd19876	GO:0003725,GO:0006364
IPR044450	AtDRB-like, first double-stranded RNA binding domain, plant  Molecular Function	interpro	domain		cd19907	GO:0003725
IPR044451	AtDRB-like, second double-stranded RNA binding domain, plant  Molecular Function	interpro	domain		cd19908	GO:0003725
IPR044452	EIF2AK2, first double-stranded RNA binding domain  Molecular Function	interpro	domain		cd19903	GO:0003725
IPR044453	EIF2AK2, second double-stranded RNA binding domain  Molecular Function	interpro	domain		cd19904	GO:0003725
IPR044460	ADAR3, first double-stranded RNA binding domain  Molecular Function	interpro	domain		cd19896	GO:0003723
IPR044463	DUS2, double-stranded RNA binding domain  Molecular Function	interpro	domain		cd19871	GO:0000049
IPR044661	Mediator of RNA polymerase II transcription subunit 15a/b/c-like  Molecular Function	interpro	family		PTHR33137	GO:0003713,GO:0031490
IPR044728	ATP-dependent RNA helicase eIF4A, DEAD-box helicase domain  Molecular Function	interpro	domain		cd18046	GO:0005524
IPR044842	RNA demethylase ALKBH9B/ALKBH10B-like  Molecular Function	interpro	family		PTHR31447	GO:0003729,GO:0032451,GO:0006402
IPR045024	Alternative NADH dehydrogenase  Molecular Function	interpro	family		PTHR43706	GO:0003954,GO:0006116
IPR045060	Phenylalanine-tRNA ligase, class IIc, beta subunit  Molecular Function	interpro	family		PTHR10947	GO:0004826,GO:0006432
IPR045125	RNA polymerase II transcriptional coactivator Sub1/Tcp4-like  Molecular Function	interpro	family		PTHR13215	GO:0003713,GO:0060261
IPR045844	Ist3-like, RNA recognition motif  Molecular Function	interpro	domain		cd12411	GO:0003723,GO:0000398
IPR045867	DNA-directed RNA polymerase, subunit beta-prime  Molecular Function	interpro	family		PTHR19376	GO:0003899,GO:0006351
IPR045869	Bifunctional polymyxin resistance protein ArnA-like, extended (e) SDRs  Molecular Function	interpro	domain		cd05257	GO:0016831
IPR045877	RNA-binding protein ZFP36-like  Molecular Function	interpro	family		PTHR12547	GO:0003729
IPR046386	RNA polymerase sigma-like factor  Molecular Function	interpro	family		MF_04164	GO:0003677,GO:2000142
IPR046429	mRNA-capping enzyme catalytic subunit, nucleotidyltransferase domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:3.30.470.140	GO:0004484
IPR046430	mRNA-capping enzyme catalytic subunit, RNA triphosphatase domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:3.20.100.20	GO:0050355
IPR046441	RNA-dependent RNA polymerase, coronavirus  Molecular Function	interpro	domain		PS51948	GO:0003968
IPR046977	rRNA (guanine-N(2)-)-methyltransferase RsmC/RlmG  Molecular Function	interpro	family		PTHR47816	GO:0008757
IPR047021	RNA exonuclease REXO1/REXO3/REXO4-like  Molecular Function	interpro	family		PTHR12801	GO:0004527
IPR047048	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA  Molecular Function	interpro	family		PTHR32319	GO:0008168
IPR047204	RNase MRP protein 1, RNA binding domain  Molecular Function	interpro	domain		PF20945,cd22573	GO:0042134,GO:0000172
IPR047226	RNA-binding protein MEX-3, second type I KH domain  Molecular Function	interpro	domain		cd22424	GO:0003723
IPR047227	RNA-binding protein MEX3  Molecular Function	interpro	family		PTHR23285	GO:0003723
IPR047228	RNA-binding protein MEX-3, first type I KH domain  Molecular Function	interpro	domain		cd22423	GO:0003723
IPR047530	RNA-dependent RNA polymerase, flavivirus  Molecular Function	interpro	domain		cd23204	GO:0003968
IPR047785	tRNA mnm(5)s(2)U biosynthesis bifunctional protein MnmC, N-terminal  Molecular Function	interpro	domain		NF033855	GO:0004808
IPR048410	RNA-binding, Nab2-type zinc finger  Molecular Function	interpro	domain		PF21457	GO:0008270
IPR049191	Transcriptional regulator SutA, RNAP-binding domain  Molecular Function	interpro	domain		PF20661	GO:0005515
IPR050825	RNA-binding protein 42/Polyadenylate-binding protein RBP45/47-like  Molecular Function	interpro	family		PTHR47640	GO:0003729
IPR053794	A-adding tRNA nucleotidyltransferase  Molecular Function	interpro	family		NF041569	GO:0000049,GO:0008033
IPR053796	tRNA (guanine(6)-N2)-methyltransferase-like  Molecular Function	interpro	family		NF040850	GO:0003723,GO:0008168,GO:0008033
